,country,date,year,quarter,co2
1116,portugal,2019-01-01,2019,1,17667560560.0
1117,portugal,2019-04-01,2019,2,14858970657.0
1118,portugal,2019-07-01,2019,3,14741054178.0
1119,portugal,2019-10-01,2019,4,16688991201.0
1120,romania,2000-01-01,2000,1,37495596340.0
1121,romania,2000-04-01,2000,2,22057119558.0
1122,romania,2000-07-01,2000,3,20377633191.0
1123,romania,2000-10-01,2000,4,30643692628.0
1124,romania,2001-01-01,2001,1,35596728570.0
1125,romania,2001-04-01,2001,2,24223571222.0
1126,romania,2001-07-01,2001,3,21386677868.0
1127,romania,2001-10-01,2001,4,34795684024.0
1128,romania,2002-01-01,2002,1,35287927500.0
1129,romania,2002-04-01,2002,2,24333398147.0
1130,romania,2002-07-01,2002,3,21951387731.0
1131,romania,2002-10-01,2002,4,33461634335.0
1132,romania,2003-01-01,2003,1,39283414060.0
1133,romania,2003-04-01,2003,2,25232362625.0
1134,romania,2003-07-01,2003,3,22685298983.0
1135,romania,2003-10-01,2003,4,33619913410.0
1136,romania,2004-01-01,2004,1,39537136900.0
1137,romania,2004-04-01,2004,2,25677767678.0
1138,romania,2004-07-01,2004,3,22550749782.0
1139,romania,2004-10-01,2004,4,33769019560.0
1140,romania,2005-01-01,2005,1,39079101100.0
1141,romania,2005-04-01,2005,2,24954900932.0
1142,romania,2005-07-01,2005,3,21756034343.0
1143,romania,2005-10-01,2005,4,34169813300.0
1144,romania,2006-01-01,2006,1,41939017160.0
1145,romania,2006-04-01,2006,2,25520429365.0
1146,romania,2006-07-01,2006,3,22974410320.0
1147,romania,2006-10-01,2006,4,34351630660.0
1148,romania,2007-01-01,2007,1,37674541310.0
1149,romania,2007-04-01,2007,2,24985475221.0
1150,romania,2007-07-01,2007,3,22735211570.0
1151,romania,2007-10-01,2007,4,36328789290.0
1152,romania,2008-01-01,2008,1,39937996660.0
1153,romania,2008-04-01,2008,2,25213336770.0
1154,romania,2008-07-01,2008,3,23658610204.0
1155,romania,2008-10-01,2008,4,35187843560.0
1156,romania,2009-01-01,2009,1,34943199070.0
1157,romania,2009-04-01,2009,2,20580852170.0
1158,romania,2009-07-01,2009,3,18613203144.0
1159,romania,2009-10-01,2009,4,30192929345.0
1160,romania,2010-01-01,2010,1,32915538560.0
1161,romania,2010-04-01,2010,2,20871433093.0
1162,romania,2010-07-01,2010,3,18632656564.0
1163,romania,2010-10-01,2010,4,30069519256.0
1164,romania,2011-01-01,2011,1,34931328410.0
1165,romania,2011-04-01,2011,2,22976443650.0
1166,romania,2011-07-01,2011,3,19281871304.0
1167,romania,2011-10-01,2011,4,30853295315.0
1168,romania,2012-01-01,2012,1,34665210850.0
1169,romania,2012-04-01,2012,2,21224375968.0
1170,romania,2012-07-01,2012,3,18970144634.0
1171,romania,2012-10-01,2012,4,30759072267.0
1172,romania,2013-01-01,2013,1,32225938192.0
1173,romania,2013-04-01,2013,2,19638757042.0
1174,romania,2013-07-01,2013,3,17990201176.0
1175,romania,2013-10-01,2013,4,28510638700.0
1176,romania,2014-01-01,2014,1,30168389860.0
1177,romania,2014-04-01,2014,2,20571405515.0
1178,romania,2014-07-01,2014,3,18017880114.0
1179,romania,2014-10-01,2014,4,29449052973.0
1180,romania,2015-01-01,2015,1,31704450330.0
1181,romania,2015-04-01,2015,2,20225793047.0
1182,romania,2015-07-01,2015,3,17984997607.0
1183,romania,2015-10-01,2015,4,28797091616.0
1184,romania,2016-01-01,2016,1,30017841783.0
1185,romania,2016-04-01,2016,2,19840874977.0
1186,romania,2016-07-01,2016,3,17820394894.0
1187,romania,2016-10-01,2016,4,30211825747.0
1188,romania,2017-01-01,2017,1,32486337016.0
1189,romania,2017-04-01,2017,2,21751109257.0
1190,romania,2017-07-01,2017,3,18519695271.0
1191,romania,2017-10-01,2017,4,29125050053.0
1192,romania,2018-01-01,2018,1,32824029320.0
1193,romania,2018-04-01,2018,2,22026451161.0
1194,romania,2018-07-01,2018,3,18737248520.0
1195,romania,2018-10-01,2018,4,29510245438.0
1196,romania,2019-01-01,2019,1,32423798289.0
1197,romania,2019-04-01,2019,2,21801184980.0
1198,romania,2019-07-01,2019,3,18528941360.0
1199,romania,2019-10-01,2019,4,29181175620.0
1200,slovakia,2000-01-01,2000,1,14109798698.0
1201,slovakia,2000-04-01,2000,2,8582239902.0
1202,slovakia,2000-07-01,2000,3,7622484067.0
1203,slovakia,2000-10-01,2000,4,11690159995.0
1204,slovakia,2001-01-01,2001,1,13473813344.0
1205,slovakia,2001-04-01,2001,2,9457113831.0
1206,slovakia,2001-07-01,2001,3,8188573400.0
1207,slovakia,2001-10-01,2001,4,12977374242.0
1208,slovakia,2002-01-01,2002,1,13021944515.0
1209,slovakia,2002-04-01,2002,2,9530088044.0
1210,slovakia,2002-07-01,2002,3,8346006372.0
1211,slovakia,2002-10-01,2002,4,12595935210.0
1212,slovakia,2003-01-01,2003,1,13605528042.0
1213,slovakia,2003-04-01,2003,2,9674791952.0
1214,slovakia,2003-07-01,2003,3,8351639650.0
1215,slovakia,2003-10-01,2003,4,12209638465.0
1216,slovakia,2004-01-01,2004,1,13664949980.0
1217,slovakia,2004-04-01,2004,2,10005799866.0
1218,slovakia,2004-07-01,2004,3,8735042883.0
1219,slovakia,2004-10-01,2004,4,12290629320.0
1220,slovakia,2005-01-01,2005,1,13895705092.0
1221,slovakia,2005-04-01,2005,2,9983819635.0
1222,slovakia,2005-07-01,2005,3,8672148900.0
1223,slovakia,2005-10-01,2005,4,12805157090.0
1224,slovakia,2006-01-01,2006,1,14188504529.0
1225,slovakia,2006-04-01,2006,2,9728815150.0
1226,slovakia,2006-07-01,2006,3,8610174553.0
1227,slovakia,2006-10-01,2006,4,12103413537.0
1228,slovakia,2007-01-01,2007,1,12990021760.0
1229,slovakia,2007-04-01,2007,2,9897885726.0
1230,slovakia,2007-07-01,2007,3,8879644275.0
1231,slovakia,2007-10-01,2007,4,12867910458.0
1232,slovakia,2008-01-01,2008,1,13591111952.0
1233,slovakia,2008-04-01,2008,2,10040597624.0
1234,slovakia,2008-07-01,2008,3,8996097210.0
1235,slovakia,2008-10-01,2008,4,12463824381.0
1236,slovakia,2009-01-01,2009,1,13153623137.0
1237,slovakia,2009-04-01,2009,2,9034767498.0
1238,slovakia,2009-07-01,2009,3,7999094197.0
1239,slovakia,2009-10-01,2009,4,11820743932.0
1240,slovakia,2010-01-01,2010,1,13482409047.0
1241,slovakia,2010-04-01,2010,2,9917700947.0
1242,slovakia,2010-07-01,2010,3,8827310592.0
1243,slovakia,2010-10-01,2010,4,12826871235.0
1244,slovakia,2011-01-01,2011,1,13152363738.0
1245,slovakia,2011-04-01,2011,2,9838095562.0
1246,slovakia,2011-07-01,2011,3,8437030692.0
1247,slovakia,2011-10-01,2011,4,12084748388.0
1248,slovakia,2012-01-01,2012,1,12444236657.0
1249,slovakia,2012-04-01,2012,2,9233507921.0
1250,slovakia,2012-07-01,2012,3,8184987314.0
1251,slovakia,2012-10-01,2012,4,11739002264.0
1252,slovakia,2013-01-01,2013,1,12897555787.0
1253,slovakia,2013-04-01,2013,2,9246308966.0
1254,slovakia,2013-07-01,2013,3,8189435121.0
1255,slovakia,2013-10-01,2013,4,11517127280.0
1256,slovakia,2014-01-01,2014,1,11551914947.0
1257,slovakia,2014-04-01,2014,2,9081916352.0
1258,slovakia,2014-07-01,2014,3,7920850643.0
1259,slovakia,2014-10-01,2014,4,11260950985.0
1260,slovakia,2015-01-01,2015,1,12109342122.0
1261,slovakia,2015-04-01,2015,2,9169621041.0
1262,slovakia,2015-07-01,2015,3,8174142012.0
1263,slovakia,2015-10-01,2015,4,11407555029.0
1264,slovakia,2016-01-01,2016,1,12169305718.0
1265,slovakia,2016-04-01,2016,2,9464763540.0
1266,slovakia,2016-07-01,2016,3,8363424200.0
1267,slovakia,2016-10-01,2016,4,11895840533.0
1268,slovakia,2017-01-01,2017,1,12840330818.0
1269,slovakia,2017-04-01,2017,2,10097540593.0
1270,slovakia,2017-07-01,2017,3,8928224825.0
1271,slovakia,2017-10-01,2017,4,12004843629.0
1272,slovakia,2018-01-01,2018,1,12673452695.0
1273,slovakia,2018-04-01,2018,2,9978100842.0
1274,slovakia,2018-07-01,2018,3,8862574096.0
1275,slovakia,2018-10-01,2018,4,11930902402.0
1276,slovakia,2019-01-01,2019,1,13027994065.0
1277,slovakia,2019-04-01,2019,2,9753151221.0
1278,slovakia,2019-07-01,2019,3,8533852566.0
1279,slovakia,2019-10-01,2019,4,12069458742.0
1280,spain,2000-01-01,2000,1,88634471080.0
1281,spain,2000-04-01,2000,2,79229480200.0
1282,spain,2000-07-01,2000,3,79169320010.0
1283,spain,2000-10-01,2000,4,84665905760.0
1284,spain,2001-01-01,2001,1,80560815300.0
1285,spain,2001-04-01,2001,2,78146561920.0
1286,spain,2001-07-01,2001,3,80851542470.0
1287,spain,2001-10-01,2001,4,92557274110.0
1288,spain,2002-01-01,2002,1,93783088010.0
1289,spain,2002-04-01,2002,2,84803048970.0
1290,spain,2002-07-01,2002,3,83235545880.0
1291,spain,2002-10-01,2002,4,89007543350.0
1292,spain,2003-01-01,2003,1,93994923740.0
1293,spain,2003-04-01,2003,2,86132398550.0
1294,spain,2003-07-01,2003,3,87989924260.0
1295,spain,2003-10-01,2003,4,93208145830.0
1296,spain,2004-01-01,2004,1,98134227650.0
1297,spain,2004-04-01,2004,2,89831959600.0
1298,spain,2004-07-01,2004,3,90375607520.0
1299,spain,2004-10-01,2004,4,99356518220.0
1300,spain,2005-01-01,2005,1,105296341600.0
1301,spain,2005-04-01,2005,2,92917676650.0
1302,spain,2005-07-01,2005,3,93007772500.0
1303,spain,2005-10-01,2005,4,102033918700.0
1304,spain,2006-01-01,2006,1,105372703380.0
1305,spain,2006-04-01,2006,2,90541174040.0
1306,spain,2006-07-01,2006,3,91949042820.0
1307,spain,2006-10-01,2006,4,96338934740.0
1308,spain,2007-01-01,2007,1,101557660530.0
1309,spain,2007-04-01,2007,2,95365797570.0
1310,spain,2007-07-01,2007,3,94960442590.0
1311,spain,2007-10-01,2007,4,107468742240.0
1312,spain,2008-01-01,2008,1,96860238830.0
1313,spain,2008-04-01,2008,2,87241008020.0
1314,spain,2008-07-01,2008,3,87265230880.0
1315,spain,2008-10-01,2008,4,97191506310.0
1316,spain,2009-01-01,2009,1,89184910160.0
1317,spain,2009-04-01,2009,2,79837206570.0
1318,spain,2009-07-01,2009,3,79629178840.0
1319,spain,2009-10-01,2009,4,85288743050.0
1320,spain,2010-01-01,2010,1,85237613300.0
1321,spain,2010-04-01,2010,2,74567668310.0
1322,spain,2010-07-01,2010,3,77675152910.0
1323,spain,2010-10-01,2010,4,84303171480.0
1324,spain,2011-01-01,2011,1,92120436300.0
1325,spain,2011-04-01,2011,2,76758409040.0
1326,spain,2011-07-01,2011,3,76662792790.0
1327,spain,2011-10-01,2011,4,85170696690.0
1328,spain,2012-01-01,2012,1,89706384760.0
1329,spain,2012-04-01,2012,2,76539813080.0
1330,spain,2012-07-01,2012,3,76206481420.0
1331,spain,2012-10-01,2012,4,83259565130.0
1332,spain,2013-01-01,2013,1,80840361230.0
1333,spain,2013-04-01,2013,2,69572800800.0
1334,spain,2013-07-01,2013,3,69410815250.0
1335,spain,2013-10-01,2013,4,78381563400.0
1336,spain,2014-01-01,2014,1,78744017990.0
1337,spain,2014-04-01,2014,2,68195399520.0
1338,spain,2014-07-01,2014,3,70575861510.0
1339,spain,2014-10-01,2014,4,78324630680.0
1340,spain,2015-01-01,2015,1,83082024730.0
1341,spain,2015-04-01,2015,2,71790272230.0
1342,spain,2015-07-01,2015,3,75107568990.0
1343,spain,2015-10-01,2015,4,80772082990.0
1344,spain,2016-01-01,2016,1,81180074900.0
1345,spain,2016-04-01,2016,2,69992073470.0
1346,spain,2016-07-01,2016,3,71124384830.0
1347,spain,2016-10-01,2016,4,82169463330.0
1348,spain,2017-01-01,2017,1,85093426550.0
1349,spain,2017-04-01,2017,2,74974803120.0
1350,spain,2017-07-01,2017,3,75098630650.0
1351,spain,2017-10-01,2017,4,88159196380.0
1352,spain,2018-01-01,2018,1,85045175760.0
1353,spain,2018-04-01,2018,2,73292358620.0
1354,spain,2018-07-01,2018,3,74212983400.0
1355,spain,2018-10-01,2018,4,85914547910.0
1356,spain,2019-01-01,2019,1,79993389670.0
1357,spain,2019-04-01,2019,2,69892728260.0
1358,spain,2019-07-01,2019,3,70543024260.0
1359,spain,2019-10-01,2019,4,81389251080.0
1360,switzerland,2000-01-01,2000,1,15387625866.0
1361,switzerland,2000-04-01,2000,2,10872722214.0
1362,switzerland,2000-07-01,2000,3,9421418150.0
1363,switzerland,2000-10-01,2000,4,14048476544.0
1364,switzerland,2001-01-01,2001,1,15303816381.0
1365,switzerland,2001-04-01,2001,2,11672314648.0
1366,switzerland,2001-07-01,2001,3,9626863565.0
1367,switzerland,2001-10-01,2001,4,14772983328.0
1368,switzerland,2002-01-01,2002,1,15085870792.0
1369,switzerland,2002-04-01,2002,2,11106056518.0
1370,switzerland,2002-07-01,2002,3,9555665843.0
1371,switzerland,2002-10-01,2002,4,13987372756.0
1372,switzerland,2003-01-01,2003,1,16275489714.0
1373,switzerland,2003-04-01,2003,2,10943526711.0
1374,switzerland,2003-07-01,2003,3,9017652460.0
1375,switzerland,2003-10-01,2003,4,14984260078.0
1376,switzerland,2004-01-01,2004,1,16044347168.0
1377,switzerland,2004-04-01,2004,2,11761267065.0
1378,switzerland,2004-07-01,2004,3,9458781024.0
1379,switzerland,2004-10-01,2004,4,14538542068.0
1380,switzerland,2005-01-01,2005,1,16596823592.0
1381,switzerland,2005-04-01,2005,2,11372818126.0
1382,switzerland,2005-07-01,2005,3,9698244357.0
1383,switzerland,2005-10-01,2005,4,15013876898.0
1384,switzerland,2006-01-01,2006,1,17012999419.0
1385,switzerland,2006-04-01,2006,2,11634097341.0
1386,switzerland,2006-07-01,2006,3,9710667589.0
1387,switzerland,2006-10-01,2006,4,14147081505.0
1388,switzerland,2007-01-01,2007,1,14866286622.0
1389,switzerland,2007-04-01,2007,2,10878710079.0
1390,switzerland,2007-07-01,2007,3,9953585800.0
1391,switzerland,2007-10-01,2007,4,14855818068.0
1392,switzerland,2008-01-01,2008,1,15708535874.0
1393,switzerland,2008-04-01,2008,2,11640122725.0
1394,switzerland,2008-07-01,2008,3,10028434482.0
1395,switzerland,2008-10-01,2008,4,14959857748.0
1396,switzerland,2009-01-01,2009,1,16256987703.0
1397,switzerland,2009-04-01,2009,2,11003329780.0
1398,switzerland,2009-07-01,2009,3,9206578071.0
1399,switzerland,2009-10-01,2009,4,14605345995.0
1400,switzerland,2010-01-01,2010,1,16314076581.0
1401,switzerland,2010-04-01,2010,2,11767702900.0
1402,switzerland,2010-07-01,2010,3,9817120840.0
1403,switzerland,2010-10-01,2010,4,15247119204.0
1404,switzerland,2011-01-01,2011,1,14927076278.0
1405,switzerland,2011-04-01,2011,2,10785424674.0
1406,switzerland,2011-07-01,2011,3,9253202042.0
1407,switzerland,2011-10-01,2011,4,13689207677.0
1408,switzerland,2012-01-01,2012,1,15429828973.0
1409,switzerland,2012-04-01,2012,2,11282455526.0
1410,switzerland,2012-07-01,2012,3,9395947681.0
1411,switzerland,2012-10-01,2012,4,14379389412.0
1412,switzerland,2013-01-01,2013,1,16090257224.0
1413,switzerland,2013-04-01,2013,2,11973278896.0
1414,switzerland,2013-07-01,2013,3,9421383370.0
1415,switzerland,2013-10-01,2013,4,14364639435.0
1416,switzerland,2014-01-01,2014,1,13967799605.0
1417,switzerland,2014-04-01,2014,2,10968751688.0
1418,switzerland,2014-07-01,2014,3,9688813734.0
1419,switzerland,2014-10-01,2014,4,13166096785.0
1420,switzerland,2015-01-01,2015,1,14264615785.0
1421,switzerland,2015-04-01,2015,2,10645234879.0
1422,switzerland,2015-07-01,2015,3,9064000559.0
1423,switzerland,2015-10-01,2015,4,13243083198.0
1424,switzerland,2016-01-01,2016,1,14528336676.0
1425,switzerland,2016-04-01,2016,2,11016011837.0
1426,switzerland,2016-07-01,2016,3,8790613149.0
1427,switzerland,2016-10-01,2016,4,13942653283.0
1428,switzerland,2017-01-01,2017,1,14205852752.0
1429,switzerland,2017-04-01,2017,2,10542447035.0
1430,switzerland,2017-07-01,2017,3,9138438196.0
1431,switzerland,2017-10-01,2017,4,13680147892.0
1432,switzerland,2018-01-01,2018,1,13718300492.0
1433,switzerland,2018-04-01,2018,2,10253939648.0
1434,switzerland,2018-07-01,2018,3,8964454726.0
1435,switzerland,2018-10-01,2018,4,13239769013.0
1436,switzerland,2019-01-01,2019,1,13627001227.0
1437,switzerland,2019-04-01,2019,2,10377947933.0
1438,switzerland,2019-07-01,2019,3,9078898323.0
1439,switzerland,2019-10-01,2019,4,13268185513.0
1440,united kingdom,2000-01-01,2000,1,157119418470.0
1441,united kingdom,2000-04-01,2000,2,133570952580.0
1442,united kingdom,2000-07-01,2000,3,115703163720.0
1443,united kingdom,2000-10-01,2000,4,152765376680.0
1444,united kingdom,2001-01-01,2001,1,165706832730.0
1445,united kingdom,2001-04-01,2001,2,135323866780.0
1446,united kingdom,2001-07-01,2001,3,119789322820.0
1447,united kingdom,2001-10-01,2001,4,151983745340.0
1448,united kingdom,2002-01-01,2002,1,155789163220.0
1449,united kingdom,2002-04-01,2002,2,131823094070.0
1450,united kingdom,2002-07-01,2002,3,117386879250.0
1451,united kingdom,2002-10-01,2002,4,152971504570.0
1452,united kingdom,2003-01-01,2003,1,161876531150.0
1453,united kingdom,2003-04-01,2003,2,133269051960.0
1454,united kingdom,2003-07-01,2003,3,120650117090.0
1455,united kingdom,2003-10-01,2003,4,157509880530.0
1456,united kingdom,2004-01-01,2004,1,164768583140.0
1457,united kingdom,2004-04-01,2004,2,132458975060.0
1458,united kingdom,2004-07-01,2004,3,120461924450.0
1459,united kingdom,2004-10-01,2004,4,156637947980.0
1460,united kingdom,2005-01-01,2005,1,162134287120.0
1461,united kingdom,2005-04-01,2005,2,136336778400.0
1462,united kingdom,2005-07-01,2005,3,119358090160.0
1463,united kingdom,2005-10-01,2005,4,156399696530.0
1464,united kingdom,2006-01-01,2006,1,170689301520.0
1465,united kingdom,2006-04-01,2006,2,131824886520.0
1466,united kingdom,2006-07-01,2006,3,120751591990.0
1467,united kingdom,2006-10-01,2006,4,152959478000.0
1468,united kingdom,2007-01-01,2007,1,157948312280.0
1469,united kingdom,2007-04-01,2007,2,132989316420.0
1470,united kingdom,2007-07-01,2007,3,118760516470.0
1471,united kingdom,2007-10-01,2007,4,156889050110.0
1472,united kingdom,2008-01-01,2008,1,156086229180.0
1473,united kingdom,2008-04-01,2008,2,130021618190.0
1474,united kingdom,2008-07-01,2008,3,117779607300.0
1475,united kingdom,2008-10-01,2008,4,151348394860.0
1476,united kingdom,2009-01-01,2009,1,146502595510.0
1477,united kingdom,2009-04-01,2009,2,115699096300.0
1478,united kingdom,2009-07-01,2009,3,105498043430.0
1479,united kingdom,2009-10-01,2009,4,138733074590.0
1480,united kingdom,2010-01-01,2010,1,151940367670.0
1481,united kingdom,2010-04-01,2010,2,120141923360.0
1482,united kingdom,2010-07-01,2010,3,107776649740.0
1483,united kingdom,2010-10-01,2010,4,145601054570.0
1484,united kingdom,2011-01-01,2011,1,141405373880.0
1485,united kingdom,2011-04-01,2011,2,111963213220.0
1486,united kingdom,2011-07-01,2011,3,103490054520.0
1487,united kingdom,2011-10-01,2011,4,129303118030.0
1488,united kingdom,2012-01-01,2012,1,142697776590.0
1489,united kingdom,2012-04-01,2012,2,121989727110.0
1490,united kingdom,2012-07-01,2012,3,106058892900.0
1491,united kingdom,2012-10-01,2012,4,139636238470.0
1492,united kingdom,2013-01-01,2013,1,150305712730.0
1493,united kingdom,2013-04-01,2013,2,118434465490.0
1494,united kingdom,2013-07-01,2013,3,104320581050.0
1495,united kingdom,2013-10-01,2013,4,129443432570.0
1496,united kingdom,2014-01-01,2014,1,132090128980.0
1497,united kingdom,2014-04-01,2014,2,108617720540.0
1498,united kingdom,2014-07-01,2014,3,100032568030.0
1499,united kingdom,2014-10-01,2014,4,128465647500.0
1500,united kingdom,2015-01-01,2015,1,133210922370.0
1501,united kingdom,2015-04-01,2015,2,108333134570.0
1502,united kingdom,2015-07-01,2015,3,97978386270.0
1503,united kingdom,2015-10-01,2015,4,118820474610.0
1504,united kingdom,2016-01-01,2016,1,124204577680.0
1505,united kingdom,2016-04-01,2016,2,104341166060.0
1506,united kingdom,2016-07-01,2016,3,90822267670.0
1507,united kingdom,2016-10-01,2016,4,121233097300.0
1508,united kingdom,2017-01-01,2017,1,124841788800.0
1509,united kingdom,2017-04-01,2017,2,97540689400.0
1510,united kingdom,2017-07-01,2017,3,88041559720.0
1511,united kingdom,2017-10-01,2017,4,119150213700.0
1512,united kingdom,2018-01-01,2018,1,122595934150.0
1513,united kingdom,2018-04-01,2018,2,97905994570.0
1514,united kingdom,2018-07-01,2018,3,89280895100.0
1515,united kingdom,2018-10-01,2018,4,118898403960.0
1516,united kingdom,2019-01-01,2019,1,119929093760.0
1517,united kingdom,2019-04-01,2019,2,97295652070.0
1518,united kingdom,2019-07-01,2019,3,87525809570.0
1519,united kingdom,2019-10-01,2019,4,115864553780.0
